Date,Link,Message
2020-12-07 17:04:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6741588540469080064,"I can relate to this a 100 percent. and i know Ifade Olusegun, RODP too can. A lot of HR people have slandered me for saying that most often than not, bad HR practice is only a symptom of the problem, and the real problem is bad leadership. An organization cannot and will not get more value than they expect from and permit their HR unit to deliver.

A company with great leadership will set high ethical and professional standards for their HR and recruit the type of HR professional that can help attain these standards, else they train or replace them. 

In a nutshell, the solution provided by HR reflects what leadership expects of them.
"
2020-12-03 05:25:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6739028350423052288,Fake
2020-10-19 19:27:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6724033476649127936,"Well, if effective communication is all about creating a shared meaning, then YES, he has answered my questions.
Nonetheless, I won’t miss the opportunity to lecture him/her on how to communicate appropriately in a
professional environment "
2020-10-06 10:22:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6718954226447454208,All the best Sir
2020-09-09 19:12:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6709441596120670209,Congrats Bro
2020-08-16 20:38:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6700018352733069312,“Who’s Daughter are you” that question sums up Nigeria’s problem.
2020-08-12 22:47:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6697357384303558656,Congrats Kayode
2020-08-02 14:49:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6695360165698400256,Very deep!!!!!!
2020-07-31 21:56:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6694020848065527808,Happy Birthday Brother. More purposeful years
2020-07-25 11:57:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6692727811960111104,"Thanks Opeyemi, could you please shed more light on point 2"
2020-07-25 09:48:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6692435372531617792,No comment!
2020-07-25 01:03:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6692487467016196097,"But if you pad your CV and defend it successfully at the interview, does that not mean you are qualified 😁"
2020-07-21 13:26:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6691288509371707392,"The best revenge is to be not having to revenge at all. You can be a first class student, make your father proud on your convocation and still have your own business in future, and celebrate your parent in style. No need to think of revenge if you do the right thing from the onset."
2020-07-02 16:23:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6684340073636388864,Happy Birthday JB. More life
2020-07-02 13:32:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6684054931411939328,Being very helpful.
Courses are broken into clear and sequential steps.
Many thanks for this and well done

2020-06-23 00:51:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6680792472286760960,"I agree, but the problem is that bad companies rarely have good bosses, but good companies has clear principles which all leaders must abide by. "
2020-06-19 17:10:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6679322665179787264,Thank you
2020-06-08 07:56:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6673932328181477376,Chisom Pius Okay. Congrats and all the best
2020-06-08 07:52:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6675653329378508800,Everyone who knows him knows about fact two. YF has a humbling humility
2020-06-07 23:26:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6673932328181477376,"Hello, 
Please reachout to me, i think i have a role that might interest y
ou."
2020-06-01 19:38:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6673255389120749568,Congrats pace setter! All the best
2020-05-22 18:24:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6669663769750188032,Congrats Adeyinka
2020-05-20 23:01:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6669007935479324672,Well done and welcome to the HR space in advance.
2020-05-15 16:48:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6667081808665972736,Thanks Seun
I'm humbled
2020-05-09 18:08:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6664894223994630144,"In this days of digital disruption, there are hardly anyone who stops work at work, you still tend to send report, reply mails and take official calls after work hours and on weekends. In order words, traditional work arrangement doesn't respect the official work hours, so i won't expect otherwise in remote work arrangement. 

As a matter of fact, i believe where possible, while establishing an official work hour on paper, remote work should allow for more flexible work structure and timing. Some people are usually more productive at certain times, so if their work doesn't require them to be at their desk at a certain time, then judge them on their productivity and performance and not time they choose to work."
2020-05-02 22:56:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6660789967700267008,That the lockdown was eased does not mean business as usual. It doesn’t mean infection and death rates won’t grow geometrically!
It only creates a window to seek your livelihood safely.—Wale Adediran
2020-05-02 22:54:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6662474636392968192,Well done woman... Looking forward to seeing you do greater things
2020-05-01 13:51:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6660860409492439043,"You raised a number of great points here and I also love your advise to mentees to kind of give back and appreciate their mentors as much as they possibly can.

However, I do not quite agree with the “Use and Dump phrase” 

Mentorship is a noble role for the mentor and voluntary relationship for both. They both are trying to satisfy a need, and are absolutely free to diplomatically disconnect from the relationship anytime they deem fit, most especially when the purpose of the relationship has been met with no hard feelings on the part of any.  

Saying the mentor has been used somehow makes it feels like the mentor is expectant of a reward or feels entitled to the mentee. 

As a mentor, if you are discouraged about mentoring others because previous mentees disconnected after you had helped them achieve their goals, then you need to check what your driving forces are or your self esteem or both. 

Note: I maintain very good relationship with my mentors, that’s my personal style. But not every one would do that, not every of my mentee does that, and I have no issues."
2020-04-11 23:12:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6654717667611553792,Happy Birthday Chizoba Mojekwu. Thanks For being an Inspiration to many of us.
2020-04-11 02:21:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6654468812013875200,How did i miss this?
2020-04-03 20:47:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6651533706613800960,"More so, you can use what you could have used for transport fare to get data. Very simple."
2020-03-20 00:21:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6646405408707747840,What happened to your once handsome looks?
2020-03-11 15:24:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6643465881944903680,Jibi Jibi
2020-03-06 14:39:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6639101384027316224,Thank you sir
2020-03-04 17:05:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6640963179830620160,"FEMI OLUNUGA MBA, ACIFC, MIBS"
2020-03-03 14:47:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6640522516391649280,✌🏽
2020-03-02 10:05:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6639101384027316224,Thank you sir
2020-02-29 13:50:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6639109218362359808,Many thanks Lekan
2020-02-28 22:25:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6639101384027316224,Thank you Sir
2020-02-28 22:25:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6639101384027316224,Thanks
2020-02-28 16:57:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6639109218362359808,Thank you
2020-02-28 16:57:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6639101384027316224,Thank you
2020-02-28 16:57:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6639101384027316224,Thank you Pamela
2020-02-28 13:59:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6638859761724993536,And lunch actually
2020-01-30 08:49:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6628543747435048960,"Thank you for celebrating her ingenuity, we are coming to poach her very soon! Lol"
2020-01-17 07:42:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6623795434202644480,"Give the best candidate the job, other details are not important.
"
2019-12-29 12:11:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616758408387272704,Great thought 'Lara Yeku
2019-10-21 21:33:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6592147025427472384,Sad Adora 

Please don't associate this sort of behaviour to millennial. Its from an individual with weak moral values.
2019-10-21 18:46:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6592087171568553984,"This is the reason why maltreated employees don't come out to lay their complaints. The average Nigerian have given up on the Judiciary as the last hope for the common man, social media has since been their only hope to express their grievance and maybe get justice.

The allegations against them weren't made by faceless people, they came from former employees who are courageous enough to call them out without hiding their identities.

Note that unfavourable business environment isn't a justification to treat fellow victims of the system unfairly. 

Finally, let me respectfully say that your first sentence contradicts your remaining write up - you actually took side.

Cheers."
2019-09-20 05:32:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6580493425722949632,Congrats Tolu
2019-09-20 05:31:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6580498414331666432,Congrats ma and well done
2019-09-12 07:38:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6577519869326045184,"Great Feedback and thoughts.

However, If you ask me, i would say Millennials are much more assured and self  confident than previous generations. 

On the learning from leaders aspects, I think they are the most aggressive set of learners, they are probably just choosy who to learn from and what to learn."
2019-08-29 15:12:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6572798877785694208,Adult teacher and mastery coach
2019-08-22 08:13:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6570093743968522240,Congrats Jean Marc
2019-08-22 08:13:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6570093743968522240,Congrats Jean Marc
2019-08-22 08:13:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6570093743968522240,Congrats Jean Marc
2019-08-20 08:09:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6569260501497446400,Wonderful!
2019-08-09 12:32:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A7316939780608907128,Wonderful thoughts Oludare.
2019-08-09 11:22:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6565222820790579200,"Solid submission Dami. 

In my opinion, i think business and HR leaders needs to see talent mobility as an inherent risk associated with the doing business - the same way they experience and confront risk associated with change in demand and global economic disruption. 

Let’s look at it this way, a brand can spend millions of Dollars developing a product/service only to release the product to find out their competition has or is about to launch an advanced version of their product or service.  What they simply do is rejig their R&D team for another round of innovation.

Similarly, in spite of the revenue allotted to employee experience and engagement, companies should plan for the risk of their imminent departure, even sooner than predicted.
 "
2019-07-28 13:56:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6560959432451203073,"Adora Ikwuemesi, FIIM, GPHR, MCIPM really Sad"
2019-07-28 13:28:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6560959432451203073,“Machination” of “Human” Resources
2019-07-18 09:53:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6557542826094268416,"Wooow!!! Nothing to say, than i feel really sorry for that lady."
2019-07-06 15:33:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6553028616475688961,This young lady inspires me.

Well done
2019-05-19 11:27:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6535388932140478465,"Dear Adora,

How come HR CIPM isn't among the preferred professional certification?

Don't your think the International Education, residence and travels comes across as discriminatory?"
2019-04-22 22:42:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6526114731546152960,Congrats Lami
2019-04-14 23:26:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6521660397383086080,😂😂
2019-04-03 18:48:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6518361686754238464,Except the killing of Kolade Johnson
2019-03-28 15:38:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6516243908433842176,OLALEKAN ADEYANJU Who defines what is wrong and what needs correction? Another company might see that lady as a perfect cultural fit. She isn’t a cultural fit for your company doesn’t make her wrong.
2019-03-27 08:19:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6516372620919865344,Congrats Taiwo
2019-03-26 15:42:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6516243908433842176,"Chisom Nwosu Maybe, Lol"
2019-03-26 10:07:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6516243908433842176,I would rather spare myself the headache that comes from giving such specific feedback.
2019-03-25 08:47:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6515668233314406400,olunugaoladipupo@gmail.com
2019-02-19 20:11:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6503689599938764800,"I think both aren't mutually exclusive, the continuous quest for one leads to another and vice-versa. The search for progress is movement towards perfection and you progress on your way to attaining perfection."
2019-02-10 18:14:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6500011843845787648,"Nice topic. Employee retention is actually relative. It isn’t always a positive thing. If you carry out an engagement and employee utilization survey on this civil servants,  their high retention would defile modern HR logic.
 
I think the question should be where are the civil service and the Nigerian system getting it wrong. 

Let me share some reasons with you. 1. Little job mobility within the civil service
2, Public-private job migration is almost non-existent.
3. High rate of unemployment.

Only engagement driven retention is worth reckoning with."
2019-02-03 09:31:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6497257273436499968,"To butress your third point, I do tell people that HR is in the business of influence and persuasion. It needs to make the line managers understand and appreciate that  they are HR on the line to their people, and anytime their employee need to see HR is an indication of lapses in their leadership."
2019-01-25 11:40:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6494501997729837056,"This is a feat. Sterling Bank is putting to shame the perception that work life balance is the alternatives forgone for working in a Bank and interestingly doing so when their counterparts prides in their toxic style they label ""Fast Paced Environment"" 

They are also changing the narrative that you don't have to work for a Multi-national before you see culture actually manifest in people's lives for a better employee experience.

Well done Samuel Akinlotan and team."
2019-01-24 21:59:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6494308173988528128,"Very true. 

However there is something like too sensitive, it's called Paranoia. Loool"
2019-01-24 21:57:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6494308173988528128,Powerful!
2019-01-24 11:58:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6493684840859205632,Congrats Doyinsola
2019-01-24 11:52:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6493684428584292352,Congrats Abiola
2019-01-18 13:04:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6490061953120104448,What an achievement!
2018-11-25 14:41:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6472403146495791104,"You may have a point, interview is a means to the end of accessing the candidates KSAs and select the best fit for the role, while i might agree that the style of accessing candidate should change - which it has to a very large extent via the help of technology, certain interview questions doesn't necessarily have to change especially if it has been useful for its purposes. 

Asking a candidate to tell me about yourself or give an introduction speech is an example of many more interview questions that can't go extinct, we just need genuine responses from candidate because no two people are exactly the same."
2018-11-23 08:09:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6471478061110960128,God forbid
2018-11-19 10:11:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6469585287226892288,"Well, there are two sides to it, it’s hard enough to get to your destination even when you have a clear direction of where you are headed, how much more when you don’t even know or have a destination. This takes the control of your Journey completely out of your hand and control and puts it at the mercy of the wind to take you to a fair place (what people call luck)."
2018-10-11 13:59:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6452932383476981760,"You didn't ""playful millennials & table shakers. lol
"
2018-10-11 11:53:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6452932383476981760,"Ife' Amao yes, asked someone to.

Hope you loving it there?"
2018-10-05 08:58:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6453864344454197249,Last paragraph 👌🏽
2018-10-04 05:09:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6452932383476981760,"Drop me your number, would add you into one"
2018-09-28 07:32:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6449538346225147904,"The company missed a unique opportunity to position themselves as an employer of choice that places a premium on the happiness of her employees.

On the business side, her action hasn’t in any way portrayed the company in bad light, from the video, passengers themselves where excited to have witnessed such an event. 

I think the company wore the extreme officious cap to have made that decision."
2018-09-16 16:35:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6446572105210433536,Congrats Jude
2018-08-26 23:27:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6439496028306632704,Go Boy
2018-08-13 09:14:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6433709657000341504,So much for Employee Engagement 
2018-08-12 14:39:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6433850559446470656,Highlight the key action plans for HR and draw up a strategy that is consistent with the company’s strategy and will bridge the gap between company’s strategy and implementation through people.
2018-08-12 11:12:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6433653393771888640,"It might have worked for you, but I’m sorry, this isn’t a competency based selection.

What would you have expected the candidate to do, stand in the rain or go back to his house?


Does that mean he will be a better candidate than others who didn’t get wet because they have a personal?

That he didn’t call to inform the interviewer that he is running late says a lot about the candidates’ professionalism, he could miss an appointment with your biggest clients without giving notice.

I agree to value based recruitment and flexibly of selection criteria, but note that potential value should be ascertained using Objective and VALID measurement yardstick not emotions.

Every interviewer should have a clear picture of the ideal candidate in mind, this help reduce Halo and Primacy effect!"
2018-08-10 00:29:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6433155498568220672,My take away.

1. Flexibility


2. It’s fine to step back to think through your strategy.

3. Speed isn’t tantamount to quality.

4. Don’t test depth of a river with 2 legs in
2018-07-25 23:17:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6427765515284029440,"Summary, personality and soft skills, not technical skills are the underlining factors of a good leader."
2018-07-17 09:56:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6424308118813052928,"Wow, this is a clear statement  on D&I. FIFA has shown us a mirror many of us are ashamed to look into."
2018-02-26 16:31:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6371657575796215808,Understanding
2018-02-10 19:22:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6368069224761561088,Very true
2018-01-11 18:57:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6357254337382752257,"A graduate sending message to ""@yahoo@gmail.com"" ??? Its not not about mental alertness here, he has a lot of catching up to do before he is ready to get a job, He’s displayed enough stack ignorance to show he isn’t.
"
2017-12-30 12:15:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6352495303605657600,The realest post I have read in 2017.
2017-12-20 13:23:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6348725494506098688,Congratulations!
2017-11-13 22:04:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6335754485981421568,Congrats Timi Tope
2017-11-08 21:14:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6333566252417585152,"Dear Hansel, 

You’ve sold youself fantastically well that people are to impressed (from comments) to notice you need a major advise or counsel. 

It's permitted if you don’t know what exactly you want to do before going to University, but not anymore when you are done, at least you should have an idea or a number of options you considering. 

Getting a job first before figuring out what you want to do might deprive you of doing what you are actually configured for.
 
Meanwhile, that was a nice write up and congratulations for scaling through University."
2017-11-07 22:26:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6333575941054296064,"I'm pleasantly surprised you are courageous enough to share this. I already have first hand knowledge of your work ethics, but this courage  is a surprise, so would say keep that up!"
2017-11-05 22:45:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6332924271483985920,I which I can convert it to an appointment to see Mr Marriott himself.
2017-11-05 22:43:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6332153297964802048,"Yes it is too much work. Besides if you include  “only shortlisted candidates will be contacted“ in your advert, you are covered from giving  unsuccessful candidates feedback."
2017-10-18 18:38:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6325317929369899008,Ifade Olusegun 😄
2017-10-17 08:02:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6325317929369899008,Why going to a capitalist nation ?
2017-10-16 18:51:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6325389351291285504,Big congrats and well done
2017-10-15 10:31:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6323771023539924992,Congratulations!
2017-10-15 10:31:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6323771023539924992,Congratulations!
2017-09-07 19:44:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6311551625374760960,"Yes, Loyalty can be bought, however not with only money or monetary benefits. Putting this discussion in context, people change jobs for better work environment, more challenging/engaging responsibilities, better work/life balance to a few. 

I need to add, that an employee leaves a company for another doesn't make him/her disloyal."
2017-09-05 16:52:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6310767465513172992,"You deserve and should have gotten a feedback, that he didn't take calls or reply message when you reached out made matters worse. I assume the interview held and they had probably seen a number of suitable candidates so didn't see the need to speak to your anymore. Whatever the case might have been I think the person was unprofessional. If I happen to be in his position, I will say if I can reschedule, you will hear from me, if not, we will do business some other time rather than saying I will get back to you and keep you waiting. Once you don't hear from me, you know I couldn't reschedule."
2017-06-20 12:45:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6282260592304623616,HR Manager turn Pastor 😁😁
2017-06-03 09:07:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6276454794035101696,"Thank you for being a wonderful boss. I'm privileged to have assisted you in building from a HR department that exemplifies the Excellence The Place symbolizes. I owe all of my exploit here to your guidance, support, emotional intelligence/ patience and most especially your believe in me. Have encountered several pleasant surprises from  working with you, this public acknowledgement is a shocker, you saved the best for the last!"
2017-05-06 12:13:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6266204271721615360,"I feel so ashamed that even those with donkey years of practice still do same, if you can't drop an email address, headhunt, if not request them to send a private message, requesting for like or comment is out of it"
2017-04-24 06:14:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6261139069011529728,"Ezekiel, well,  I understand it hurts to know most recruiter don't read cover letters and spend an average of 6-30 seconds to read a resume. Firstly if job requirements says it wants someone with 5 years experience in a FMCG, a candidate that didn't meet this requirement(s) stand no chance of been considered however good the cover letter is, so it might be wise to leave out cover letters and check what you looking for in resumes. Secondly, yes you can decide if a resume is successful within few seconds, you just need to spot key points to decide if this CV will pass except you aren't sure of your person specification."
2017-04-22 22:28:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6261139069011529728,"Queeneth Duru you have a point, but when that recruitment is a time based deliverable, you wouldn't fancy reading cover letters of 500 or more CVs"
